model,paramCombinations,cvFolds,cvFits,trainingTimeSeconds,predictionTimeSeconds,evaluationTimeSeconds,areaUnderROC,areaUnderPR,accuracy,weightedPrecision,weightedRecall,weightedF1,tn,fp,fn,tp,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,macroPrecision,macroRecall,macroF1,model_path,predictions_path
model1_logistic_regression,6,3,18,1286.8687467575073,18.296608209609985,28.805508613586426,0.6601911037290888,0.32166237299948003,0.6048266982698773,0.7508492618206672,0.6048266982698773,0.6439029209617755,994839,674788,151157,269299,0.8680998886558068,0.5958450600044202,0.7066563954052087,0.2852480756540446,0.6404927031603782,0.3947094375186418,0.5766739821549257,0.6181688815823991,0.5506829164619252,project/models/model1,project/output/model1_predictions
model2_random_forest,6,3,18,3968.8623344898224,29.02951693534851,24.816158533096313,0.6622302713114387,0.33271043135632483,0.605795410439243,0.7483290862231617,0.605795410439243,0.6446177681614351,1000475,668077,155606,265323,0.865402164727212,0.5996067248728238,0.7083929133448487,0.28425433897578745,0.6303272048255169,0.3918146919987684,0.5748282518514998,0.6149669648491703,0.5501038026718086,project/models/model2,project/output/model2_predictions
